state,year,production_all_sources,sales_all_sectors,revenue_all_sectors,price_all_sectors,export_minus_import,#
Nevada,2006,-60.15366189,-51.93628696,-47.98915082,8.623435219,-90.55896063,#
Nevada,2007,-60.04935672,-51.71246687,-47.18409881,8.462127986,-300.3978468,#
Nevada,2008,-56.68915067,-51.91975677,-51.20988259,-1.156205295,-35.46159947,#
Nevada,2009,-51.43527738,-51.38915641,-48.71208186,4.198631353,34.58238626,#
Nevada,2010,-56.66267668,-54.12423673,-54.57557528,-3.745587151,-0.58614214,#
Nevada,2011,-60.40021985,-53.87169643,-58.19931133,-13.07809234,-170.8604338,#
Nevada,2012,-55.79142325,-51.43854161,-55.86238533,-13.52329348,-137.4503318,#
New Hampshire,2001,-79.52194122,-84.50141127,-76.71763872,50.94059138,-765.5016348,#
New Hampshire,2002,-79.00877272,-84.71914786,-77.50211618,48.19891441,-325.6019588,#
New Hampshire,2003,-71.75947695,-83.9827656,-76.67023591,47.29192778,-147.1216771,#
New Hampshire,2004,-69.46318652,-84.22432711,-76.44111218,50.30326594,-424.0738383,#
New Hampshire,2005,-69.326314,-84.33540123,-75.89666977,54.45580451,-490.8940423,#
New Hampshire,2006,-72.40562364,-84.58245216,-76.01556788,56.11093909,-477.119702,#
New Hampshire,2007,-71.53518583,-84.77833936,-76.68981991,51.78183676,-616.9146024,#
New Hampshire,2008,-71.76338899,-85.00274815,-77.4465815,46.41674342,-864.2665854,#
New Hampshire,2009,-74.02833729,-84.83059098,-76.62546356,52.17425602,-1030.730953,#
New Hampshire,2010,-72.63117755,-85.20722328,-77.66067837,46.80529154,-638.3087905,#
New Hampshire,2011,-75.11870944,-85.21808812,-77.97831896,42.83488505,-853.7160269,#
New Hampshire,2012,-75.78691393,-84.99496994,-78.36526697,37.10664418,0,#
New Jersey,2001,-18.89435021,9.945292477,41.30398584,29.02319044,0,#
New Jersey,2002,-18.60266478,9.789956341,41.88346378,30.02357585,0,#
New Jersey,2003,-24.63070592,11.49983282,42.23296224,28.93143817,0,#
New Jersey,2004,-27.79247836,11.5510755,50.75017859,36.02643857,0.29307107,#
New Jersey,2005,-23.39104129,14.08831974,52.60200462,34.23972156,0,#
New Jersey,2006,-23.33732307,10.73074023,47.87711601,34.00274251,0,#
New Jersey,2007,-22.70385251,10.99969835,58.17642788,41.25047899,0,#
New Jersey,2008,-20.72901598,10.00638355,63.08561864,44.31793686,0,#
New Jersey,2009,-19.86666469,7.448365368,58.81662228,46.03900842,0,#
New Jersey,2010,-18.53188404,7.555153791,60.74516002,45.22248516,-134.2265501,#
New Jersey,2011,-19.29285649,4.533564143,51.07197664,38.57115713,-246.4727699,#
New Jersey,2012,-17.55399061,3.601121508,43.9742169,32.17892124,0,#
New Mexico,2001,-54.34040671,-71.86424859,-72.37180585,-1.302773123,0,#
New Mexico,2002,-59.65500449,-71.73388041,-73.58579206,-5.907670377,-15.23969564,#
New Mexico,2003,-57.19464222,-71.78219912,-73.42354781,-4.797461266,-22.85954346,#
New Mexico,2004,-57.86971686,-71.46896861,-73.39439495,-6.143079316,-56.56271651,#
New Mexico,2005,-55.95671961,-71.24841424,-73.48473506,-7.425132333,15.53276671,#
New Mexico,2006,-53.3930427,-70.21234378,-75.33200855,-16.868669,34.28931519,#
New Mexico,2007,-55.99483267,-69.83347643,-75.42839186,-19.22340018,24.61796988,#
New Mexico,2008,-54.3195019,-69.89162294,-74.19738269,-16.54745341,79.1291889,#
New Mexico,2009,-48.89891347,-69.30649394,-74.70904473,-18.63253594,88.21439207,#
New Mexico,2010,-55.29978567,-69.53395498,-73.96455648,-16.90266517,22.85954346,#
New Mexico,2011,-52.65629356,-68.66205016,-72.30725282,-15.30685921,-27.54868058,#
New Mexico,2012,-53.9530522,-68.00489797,-71.29901354,-14.68275771,-19.92883276,#
New York,2001,98.02824166,116.6242309,243.3231718,59.21130872,-7761.987289,#
New York,2002,86.10051888,116.982244,236.4642088,56.02829102,-10963.49566,#
New York,2003,82.36788905,110.2701245,251.8140692,69.18851169,-5488.92807,#
New York,2004,78.53520634,108.5753334,243.7977966,65.90202177,-5193.512431,#
New York,2005,86.0838539,109.1666752,258.3788097,71.9599739,-7313.295481,#
New York,2006,79.81835172,97.66483362,239.1976597,72.24089884,-9984.931355,#
New York,2007,80.26904083,100.741979,234.6570749,65.2446034,-11287.04612,#
New York,2008,74.85596412,96.80616575,234.6905448,65.60583198,-13315.97714,#
New York,2009,72.73720459,98.55497809,213.6636781,56.09679137,-9795.021302,#
New York,2010,70.18673767,96.45268,228.1354588,62.33657912,-7029.602685,#
New York,2011,71.54623841,95.91142426,214.6002043,53.97871936,-10451.79357,#
New York,2012,71.68246613,97.61808269,204.0642666,46.38235796,-15882.4005,#
North Carolina,2001,59.61173706,78.83190502,61.54152007,-9.297799881,0,#
North Carolina,2002,63.71008768,80.55320259,68.96984528,-5.76786008,0,#
North Carolina,2003,66.51557038,77.1196751,63.5313792,-6.70151204,0,#
North Carolina,2004,61.37417086,80.64930854,65.3213761,-7.861586314,0,#
North Carolina,2005,62.27532882,78.7806752,57.85883992,-11.36973388,0,#
North Carolina,2006,56.27370469,76.07059475,49.07913218,-15.06391826,0,#
North Carolina,2007,58.77825943,78.66409839,53.3099036,-14.98914293,0,#
North Carolina,2008,54.87891264,77.68087224,45.24415499,-20.44523702,0,#
North Carolina,2009,52.39937355,81.00643675,56.2134232,-14.71000059,0,#
North Carolina,2010,58.66789201,85.30230843,63.44633517,-14.2316794,0,#
North Carolina,2011,46.80060992,78.28282181,55.76005256,-16.27588828,0,#
North Carolina,2012,46.65499331,76.80510798,64.35835911,-11.59085312,0,#
North Dakota,2001,-58.79552596,-85.26134094,-88.90905142,-24.46078166,-570.0232312,#
North Dakota,2002,-58.80682647,-84.96055072,-88.60987338,-23.80338834,-175.2564999,#
North Dakota,2003,-59.04297436,-84.72933447,-88.77242317,-25.60601616,413.5232798,#
North Dakota,2004,-61.71211836,-84.88119799,-88.69972533,-24.78227061,-104.3333009,#
North Dakota,2005,-59.9717821,-84.89909192,-89.02603307,-27.02487129,-1693.950785,#
North Dakota,2006,-61.37792294,-84.37275692,-89.09593083,-29.95311187,-756.1233606,#
North Dakota,2007,-61.81716661,-83.87088185,-88.6583047,-30.29761144,-1332.008013,#
North Dakota,2008,-59.59636668,-83.03706965,-88.35353955,-33.13801956,-807.4107979,#
North Dakota,2009,-55.95448692,-82.06555976,-87.89159996,-33.31689905,-739.7113807,#
North Dakota,2010,-57.16416835,-82.40056903,-87.26996065,-29.66404159,-1119.824558,#
North Dakota,2011,-56.50175655,-81.31689186,-85.83828413,-27.32281968,-1291.564205,#
North Dakota,2012,-54.59500448,-79.68509063,-83.84693455,-24.34495955,-1289.805779,#
Ohio,2001,93.25494588,134.0781112,112.5719341,-8.746418725,0,#
Ohio,2002,93.51473463,125.7636339,112.3056879,-5.34842919,3.80992391,#
Ohio,2003,91.74499819,122.1591586,101.1553737,-8.469559188,11.7228428,#
Ohio,2004,89.73244031,121.7145117,100.685103,-8.919129082,65.06177754,#
Ohio,2005,96.77318541,123.1374409,93.99793625,-12.72569067,347.582289,#
Ohio,2006,94.39656223,113.2164602,84.80134733,-13.03357367,-619.2591709,#
Ohio,2007,89.73412778,119.1573681,89.88246268,-14.12057734,-305.9661971,#
Ohio,2008,89.35365909,117.7581439,87.49092742,-16.14768073,0,#
Ohio,2009,75.28605667,107.4386923,90.37801104,-9.379375629,-4.10299498,#
Ohio,2010,77.06492031,109.3868921,94.85408231,-9.582185669,0,#
Ohio,2011,68.1231792,110.4636145,91.99868863,-12.4966749,0,#
Ohio,2012,63.07483489,110.447553,95.02965656,-11.88071917,0,#
Oklahoma,2001,-24.59755643,-25.37828138,-37.48808978,-15.91437375,0,#
Oklahoma,2002,-21.65775567,-27.17404358,-43.46497669,-21.84604419,0,#
Oklahoma,2003,-20.18469408,-26.38717742,-37.16204432,-13.63769701,0,#
Oklahoma,2004,-21.72944344,-26.76365983,-37.45637886,-14.07465008,0.58614214,#
Oklahoma,2005,-13.61297218,-25.18203334,-37.02132955,-15.56087303,0.29307107,#
Oklahoma,2006,-11.39282787,-23.69937493,-37.36853697,-17.65824745,0,#
Oklahoma,2007,-10.54654219,-25.2275786,-40.30434337,-20.85196066,0,#
Oklahoma,2008,-5.375036242,-23.11140516,-38.38273824,-21.94438457,0,#
Oklahoma,2009,-3.011971288,-22.67219225,-45.37287097,-30.19898633,0,#
Oklahoma,2010,-10.53362161,-21.4236133,-39.30753203,-24.91562245,0,#
Oklahoma,2011,-7.110769669,-18.60502145,-35.86490613,-24.41573247,0,#
Oklahoma,2012,-1.799942732,-18.08772142,-37.28493144,-27.14699809,0,#
Oregon,2001,-38.79943015,-31.06038555,-48.57054369,-25.01216282,-139.5018293,#
Oregon,2002,-38.0261565,-33.39961161,-41.52871508,-11.63989254,-1468.286061,#
Oregon,2003,-35.97155003,-34.02672015,-45.12693216,-15.94975866,-278.1244454,#
Oregon,2004,-34.2840284,-34.39119635,-46.51134038,-17.90824261,-2445.091937,#
Oregon,2005,-38.17005206,-35.33455734,-49.59464425,-21.84758176,-75.90540713,#
Oregon,2006,-33.28845205,-33.19927166,-50.97660297,-26.34361039,14.06741136,#
Oregon,2007,-32.64734967,-34.0282863,-49.30747549,-23.78336952,-1233.829205,#
Oregon,2008,-27.52501235,-32.79971494,-50.12761413,-27.7410884,-323.8435324,#
Oregon,2009,-26.98140769,-32.55482655,-48.64398935,-24.76778354,-288.968075,#
Oregon,2010,-32.02527317,-37.47962344,-51.89879404,-25.21239865,-218.6310182,#
Oregon,2011,-25.97941345,-35.84420186,-47.86780308,-22.0900627,-283.6927958,#
Oregon,2012,-23.4148799,-35.55189821,-46.22244574,-20.67332285,-452.208661,#
Pennsylvania,2001,168.7107438,103.2391731,123.3414927,10.41407644,0,#
Pennsylvania,2002,170.5811441,105.7678058,130.5757808,12.68709907,95.83423989,#
Pennsylvania,2003,171.7566321,104.9046817,120.9894639,9.074908664,84.9906103,#
Pennsylvania,2004,176.2998412,106.3035509,116.8536713,5.754276827,176.7218552,#
Pennsylvania,2005,175.1645103,106.5551756,109.8380617,1.943296353,286.0373643,#
Pennsylvania,2006,175.4072307,103.1017192,98.05691886,-2.092272305,94.95502668,#
Pennsylvania,2007,178.2431944,105.3418989,104.129801,-1.417805595,-62.13106684,#
Pennsylvania,2008,175.3165615,105.4783753,96.64041365,-6.852965961,-532.5101342,#
Pennsylvania,2009,184.5958273,103.8197044,99.18720229,-3.445283689,-170.2742917,#
Pennsylvania,2010,185.0431306,102.348553,112.2281994,1.992085968,-420.8500565,#
Pennsylvania,2011,183.0893614,102.3181425,113.5891036,1.263537906,-435.2105389,#
Pennsylvania,2012,181.9263265,99.75360334,101.0185601,-4.247579713,-1286.875068,#
Rhode Island,2001,-89.80908676,-88.89251966,-82.54421353,57.83285583,-765.5016348,#
Rhode Island,2002,-90.71463463,-88.8731949,-85.77740675,28.62547289,-325.6019588,#
Rhode Island,2003,-92.64975315,-88.61882813,-83.97154832,42.39579722,-105.7986563,#
Rhode Island,2004,-93.68254783,-88.66050311,-83.67302409,44.88335925,-301.570131,#
Rhode Island,2005,-92.41206613,-88.78699147,-83.51175374,47.55275179,-347.2892179,#
Rhode Island,2006,-92.53635259,-89.16173781,-82.97454284,57.69009599,-319.4474663,#
Rhode Island,2007,-91.37899977,-89.14444063,-84.40411743,42.44475667,-414.9886351,#
Rhode Island,2008,-90.88204628,-89.31818018,-82.44213084,60.00901448,-602.2610489,#
Rhode Island,2009,-90.08638567,-89.19895259,-84.3547282,43.12225137,-735.9014568,#
Rhode Island,2010,-90.45771912,-89.40574475,-84.82265297,39.28696124,-456.8977981,#
Rhode Island,2011,-89.18458908,-89.48347744,-86.14115354,26.36139084,-607.5363281,#
Rhode Island,2012,-89.5565377,-89.35961307,-86.22786296,23.09645151,0,#
South Carolina,2001,23.93159048,12.43181091,-10.98380391,-20.46326828,0,#
South Carolina,2002,30.06777419,14.5239624,-7.236402512,-18.49059707,0,#
South Carolina,2003,25.77385526,12.48018455,-8.03102582,-17.30979493,0,#
South Carolina,2004,28.2032086,14.87946188,-6.134638763,-17.77604977,0,#
South Carolina,2005,31.50945937,13.19295627,-6.530275224,-17.16336741,0,#
South Carolina,2006,26.95215195,12.39331305,-11.7770797,-21.26774893,0,#
South Carolina,2007,29.40758706,11.01842626,-12.75295977,-22.04623834,0,#
South Carolina,2008,27.76171138,10.18539631,-11.16166474,-21.54461189,0,#
South Carolina,2009,31.4783287,8.352456214,-7.148733165,-15.31346757,0,#
South Carolina,2010,30.73181829,12.03760092,-3.173338106,-16.01233658,0,#
South Carolina,2011,29.89105145,9.468912824,-2.66952559,-14.72544176,0,#
South Carolina,2012,23.86270931,7.366836719,-0.720861546,-12.07396321,0,#
South Dakota,2001,-89.94649219,-87.03837443,-88.70077736,-12.46824153,0,#
South Dakota,2002,-89.83936671,-86.84803576,-88.55204583,-12.47875432,-0.29307107,#
South Dakota,2003,-89.61258554,-86.74542982,-88.67190246,-13.63769701,0,#
South Dakota,2004,-90.39453617,-86.75380517,-88.79118272,-14.86780715,0.87921321,#
South Dakota,2005,-91.82607629,-86.33252741,-88.91381753,-18.642593,0.29307107,#
South Dakota,2006,-91.07992557,-86.02487524,-89.47368303,-24.42606272,0,#
South Dakota,2007,-92.49576738,-85.63528676,-89.16211328,-25.19478861,0,#
South Dakota,2008,-91.25800081,-85.00712411,-89.01165813,-28.64057693,0,#
South Dakota,2009,-89.44275686,-84.38873747,-88.26068605,-25.67298401,-0.29307107,#
South Dakota,2010,-87.6082268,-84.57411984,-87.7191922,-22.64033829,0,#
South Dakota,2011,-85.12166679,-84.11509241,-87.0820713,-21.99315979,0,#
South Dakota,2012,-84.87444521,-83.80239685,-86.02912986,-17.96790633,0,#
Tennessee,2001,32.70578201,44.43149593,10.71729715,-22.94448349,0,#
Tennessee,2002,28.29934859,44.5659649,14.83799876,-20.02851033,0,#
Tennessee,2003,22.49540544,42.26170387,11.65140014,-20.57388197,0,#
Tennessee,2004,26.91409847,43.27620326,15.45066499,-18.83359253,0,#
Tennessee,2005,23.23749698,44.74793904,12.15192577,-22.21738815,0,#
Tennessee,2006,19.12143621,44.43150314,13.21554089,-21.38054585,0,#
Tennessee,2007,18.03344434,44.5736714,11.98414118,-23.24051603,0,#
Tennessee,2008,13.72737823,42.31750746,19.49472429,-18.24648729,0,#
Tennessee,2009,4.350419102,34.20474188,18.70982902,-12.59786617,0,#
Tennessee,2010,3.319772332,40.62080587,23.24889007,-14.8252318,0,#
Tennessee,2011,2.204542846,37.00294711,28.49164787,-10.07410222,0,#
Tennessee,2012,-1.900325138,33.04251701,25.26398904,-10.43138889,0,#
Texas,2001,406.129717,377.8451339,384.2094962,1.729823234,-0.58614214,#
Texas,2002,407.4140783,372.17714,334.5363065,-7.445583639,218.9240893,#
Texas,2003,395.8440489,371.0427702,375.3285069,2.002720073,216.8725918,#
Texas,2004,399.1874003,360.9288628,381.1199188,5.093312597,215.4072365,#
Texas,2005,397.2327458,365.6464895,423.0663144,12.66768182,219.8033025,#
Texas,2006,400.996543,376.2757877,453.6989425,16.63201663,212.4765257,#
Texas,2007,395.8619226,365.7982438,415.9724178,9.76497637,242.955917,#
Texas,2008,399.6214248,374.1548326,435.0363008,9.837543358,51.87357939,#
Texas,2009,411.5576564,389.5950854,391.6381169,-0.830260122,-110.1947223,#
Texas,2010,407.6434185,386.9188674,363.0793448,-7.603677697,12.01591387,#
Texas,2011,439.9810485,411.4695375,365.0187432,-12.78738362,224.1993685,#
Texas,2012,440.2228169,403.9803976,337.7679332,-17.38817422,223.3201553,#
Utah,2001,-51.294626,-65.11718009,-75.03730274,-28.18260447,0,#
Utah,2002,-51.83080587,-65.75852759,-74.34691555,-24.64225012,-8.7921321,#
Utah,2003,-50.2799997,-65.16971009,-74.67485642,-26.42203792,-5.8614214,#
Utah,2004,-51.12738894,-64.76098282,-73.66004431,-24.78227061,-14.94662457,#
Utah,2005,-52.15919039,-65.17245659,-74.66035933,-27.02487129,-40.15073659,#
Utah,2006,-48.39324451,-63.36018382,-75.34537921,-32.43464414,-14.36048243,#
Utah,2007,-44.51551267,-62.35795076,-73.56093326,-30.40618214,16.41197992,#
Utah,2008,-42.50876916,-61.48455324,-74.32898849,-35.13688295,42.20223408,#
Utah,2009,-43.91609528,-60.88477734,-73.03022159,-31.90880943,34.87545733,#
Utah,2010,-47.90414169,-61.9058011,-73.07529289,-31.34577336,-4.39606605,#
Utah,2011,-49.36414329,-60.7502235,-71.7336983,-30.90822725,-9.96441638,#
Utah,2012,-50.47520033,-58.97062358,-67.31035105,-24.24833753,-9.37827424,#
Vermont,2001,-92.55488325,-91.60815255,-87.49117617,49.69998378,-2998.996259,#
Vermont,2002,-92.820688,-91.71561883,-87.48761394,51.97379242,-2433.369094,#
Vermont,2003,-92.11779652,-92.18675945,-88.46161331,49.33198219,-1915.805585,#
Vermont,2004,-93.00345829,-91.85753227,-88.21226743,45.67651633,-1937.785915,#
Vermont,2005,-92.83392555,-91.80447189,-88.97944912,34.97933435,-2116.266196,#
Vermont,2006,-91.13983177,-91.94678432,-89.70771643,28.25009953,-2428.679957,#
Vermont,2007,-92.87855193,-92.05579804,-89.52618855,30.71912122,-2487.880313,#
Vermont,2008,-91.58194448,-92.15632546,-90.07237236,23.22992808,-2493.155592,#
Vermont,2009,-90.62023657,-92.20648611,-89.87947059,28.2367326,-2563.199578,#
Vermont,2010,-91.83717562,-92.40013287,-89.75904623,30.97722776,-2426.042317,#
Vermont,2011,-91.59764952,-92.45144013,-89.47333864,33.72601178,-2521.876557,#
Vermont,2012,-91.74271197,-92.39308241,-89.01093622,37.39651024,-11047.02091,#
Virginia,2001,6.753328175,44.91597111,22.96823687,-14.81161144,0,#
Virginia,2002,3.927081796,48.07668157,28.11077258,-12.89818521,-0.29307107,#
Virginia,2003,2.393106105,48.17944241,24.93898767,-14.72572602,0,#
Virginia,2004,3.894982887,51.56205552,28.01123499,-15,0,#
Virginia,2005,2.518863154,51.6354793,23.61716489,-18.1495178,0,#
Virginia,2006,-5.694031862,48.30800157,14.32310334,-22.62131198,0,#
Virginia,2007,-0.212986938,51.14770589,17.86674053,-22.69766254,0,#
Virginia,2008,-6.251618204,50.42807605,23.54101622,-20.04546434,0,#
Virginia,2009,-6.2951014,53.78908633,39.87341929,-10.18399826,0,#
Virginia,2010,-6.35221362,54.59112063,36.77734872,-14.03382861,0,#
Virginia,2011,-13.68533032,49.91658979,33.98075002,-14.33783013,0,#
Virginia,2012,-7.656533196,48.79743831,37.13875812,-12.36382926,0,#
Washington,2001,12.81711073,17.93510112,-13.54344217,-26.39061571,5057.234384,#
Washington,2002,35.23125401,10.96910614,-9.355676066,-17.79154559,1187.230905,#
Washington,2003,30.89309886,14.05584959,-10.07224815,-20.30187472,1956.542463,#
Washington,2004,30.69285735,14.98479493,-12.42320298,-23.3281493,4848.274711,#
Washington,2005,27.79513683,16.21747592,-16.23846118,-27.64121529,3004.857681,#
Washington,2006,35.20850964,18.16882809,-18.42715495,-30.74269032,8656.440195,#
Washington,2007,30.72561783,16.15802297,-19.01751452,-30.84046494,3258.364156,#
Washington,2008,36.67307934,19.31481942,-19.76997362,-34.53722393,7273.144744,#
Washington,2009,34.42400827,27.84466256,-14.11404283,-33.61863254,6177.938156,#
Washington,2010,27.4562498,22.76966303,-16.82491876,-34.11568452,6952.524994,#
Washington,2011,42.79413987,27.4711158,-12.63250862,-34.29982899,6760.563443,#
Washington,2012,46.73871215,27.45885975,-10.08402665,-32.94431919,5855.85305,#
West Virginia,2001,11.17075056,-58.42809106,-71.07331641,-30.11243851,0,#
West Virginia,2002,24.6885054,-58.11186092,-70.25622929,-28.55693843,0,#
West Virginia,2003,23.84546097,-58.69329369,-71.52672651,-30.23013947,0,#
West Virginia,2004,14.788496,-58.42543362,-71.99630898,-32.18506998,0,#
West Virginia,2005,17.36255551,-57.99593706,-73.40008887,-36.51656878,0,#
West Virginia,2006,17.3325077,-55.09659757,-74.55975927,-43.15035166,0,#
West Virginia,2007,14.86741569,-53.68979483,-72.91774747,-42.0232469,0,#
West Virginia,2008,12.47140724,-53.24688091,-73.07850878,-43.93188187,0,#
West Virginia,2009,-8.831161167,-57.07823797,-70.94359538,-33.11574339,0,#
West Virginia,2010,-0.382630946,-56.48888065,-67.02012972,-26.30057803,0,#
West Virginia,2011,-2.042341992,-57.51355317,-66.18584822,-23.64050922,0,#
West Virginia,2012,-7.728148015,-57.46066928,-64.84264407,-21.34967698,0,#
Wisconsin,2001,-20.17306741,-2.01284442,-18.30112158,-16.19006433,0,#
Wisconsin,2002,-23.1153013,-1.399578436,-13.93979782,-12.19913372,0,#
Wisconsin,2003,-21.38351574,-1.843823313,-12.27895714,-9.693591829,-0.87921321,#
Wisconsin,2004,-22.6917339,-2.275371129,-11.70476042,-9.051321928,0,#
Wisconsin,2005,-22.50145898,-2.017189706,-9.911885838,-7.794938728,0,#
Wisconsin,2006,-22.9089654,-2.971745297,-11.37172661,-8.296102977,0,#
Wisconsin,2007,-22.48188224,-3.405295392,-10.29601575,-7.932047516,0,#
Wisconsin,2008,-21.64846078,-4.199051448,-11.4624872,-10.05114739,0,#
Wisconsin,2009,-22.77191662,-6.012360362,-10.28705382,-5.657995937,0,#
Wisconsin,2010,-20.69709564,-6.608609545,-7.05347373,-3.250960158,0,#
Wisconsin,2011,-21.52271597,-6.684366401,-3.751477358,-1.062131864,0,#
Wisconsin,2012,-19.88280111,-5.002509323,-0.747456781,-0.67256503,0,#
Wyoming,2001,-39.17295926,-80.54402985,-88.10131753,-38.52100114,0,#
Wyoming,2002,-42.38876563,-81.05371522,-87.68354875,-34.56878118,-21.10111704,#
Wyoming,2003,-42.95356306,-80.6526329,-87.62591526,-35.26227366,-28.72096486,#
Wyoming,2004,-42.69166976,-80.53504845,-87.27063768,-34.16796267,56.26964544,#
Wyoming,2005,-42.88040397,-80.30510026,-87.52459427,-36.39329998,97.88573738,#
Wyoming,2006,-43.21916987,-79.22904441,-87.69797827,-40.55602247,47.18444227,#
Wyoming,2007,-44.19645319,-78.95337031,-87.79508041,-42.5661004,54.80429009,#
Wyoming,2008,-42.60543095,-77.19766077,-86.72046914,-43.33222285,41.61609194,#
Wyoming,2009,-40.71374979,-76.51680509,-85.45726339,-38.84867967,36.04774161,#
Wyoming,2010,-40.66622191,-76.75354981,-85.33730467,-38.66625286,25.79025416,#
Wyoming,2011,-40.92942695,-76.31087198,-84.2455159,-36.23788714,-1.75842642,#
Wyoming,2012,-37.67306459,-76.57317732,-82.88292733,-30.52876873,2.9307107,#
